CMS_cert_no,Fac_name,City,State,Zip,Region,year,N,cost_charge,wage_indx,Rural,dis_share,census,ownership,teaching,freestanding,avg_wt,I_001_01,I_001_01.note,I_001_01.denom,I_001_01.start,I_001_01.end,I_001_02,I_001_02.note,I_001_02.denom,I_001_02.numer,I_001_02.obs,I_001_02.start,I_001_02.end,I_002_01.obs,I_002_01.note,I_002_01.denom,I_002_01.numer,I_002_01.start,I_002_01.end,I_006_01,I_006_01.note,I_006_01.cilo,I_006_01.ciup,I_006_01.grade,I_006_01.days,I_006_01.N,I_006_01.numer,I_006_01.start,I_006_01.end,I_007_01,I_007_01.note,I_007_01.grade,I_007_01.cilo,I_007_01.ciup,I_007_01.N,I_007_01.start,I_007_01.end,I_008_01,I_008_01.note,I_008_01.denom,I_008_01.numer,I_008_01.start,I_008_01.end,I_013_01,I_013_01.note,I_013_01.denom,I_013_01.numer,I_013_01.start,I_013_01.end,I_014_01,I_014_01.note,I_014_01.cilo,I_014_01.ciup,I_014_01.grade,I_014_01.days,I_014_01.N,I_014_01.numer,I_014_01.start,I_014_01.end,I_015_01,I_015_01.note,I_015_01.cilo,I_015_01.ciup,I_015_01.grade,I_015_01.days,I_015_01.N,I_015_01.numer,I_015_01.start,I_015_01.end,I_016_01,I_016_01.note,I_016_01.denom,I_016_01.numer,I_016_01.start,I_016_01.end,I_019_01,I_019_01.note,I_019_01.cilo,I_019_01.ciup,I_019_01.obs,I_019_01.grade,I_019_01.numb,I_019_01.N,I_019_01.start,I_019_01.end,I_020_01,I_020_01.note,I_020_01.numb,I_020_01.start,I_020_01.end
190160,GLENWOOD REHABILITATION CENTER,WEST MONROE,LA,71291,6,2017,83,0.26,0.76,0,0.16,7,P,0.00,0,1.27,0.00,,86,1-Jan-16,31-Dec-16,,,,,,,,100.00,,44,,1-Oct-15,31-Mar-16,,7,,,,290,1,0,1-Jan-16,31-Dec-16,13.52,,No Different than the National Rate,13.30,13.73,127,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2435,0,0,1-Jan-16,31-Dec-16,,7,,,,2435,1,1,1-Jan-16,31-Dec-16,67.00,,18,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
190160,GLENWOOD REHABILITATION CENTER,WEST MONROE,LA,71291,6,2018,53,0.27,0.77,0,0.16,7,P,0.00,0,1.33,,,,,,0.00,,69,0,0.00,1-Oct-16,30-Sep-17,100.00,,44,44,1-Oct-15,31-Mar-16,,7,,,,183,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,70,70,1-Jan-17,31-Dec-17,0.00,,70,0,1-Jan-17,31-Dec-17,,7,,,,2302,0,0,1-Oct-16,30-Sep-17,,7,,,,2302,1,0,1-Oct-16,30-Sep-17,67.00,,18,12,1-Oct-15,31-Mar-16,58.62,,58.14,59.15,52.78,Worse than the National Rate,38,72,1-Oct-15,30-Sep-17,1.08,,66,1-Oct-15,30-Sep-17
190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,LA,70586,6,2016,94,0.49,0.73,1,0.26,7,P,0.00,0,1.33,0.00,,107,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.90,,No Different than the National Rate,12.69,13.12,148,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,LA,70586,6,2017,99,0.47,0.70,1,0.20,7,P,0.00,0,1.31,0.00,,98,1-Jan-16,31-Dec-16,,,,,,,,100.00,,56,,1-Oct-15,31-Mar-16,,7,,,,209,0,0,1-Jan-16,31-Dec-16,13.63,,Worse than the National Rate,13.40,13.84,161,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,1410,0,0,1-Jan-16,31-Dec-16,,7,,,,1410,0,0,1-Jan-16,31-Dec-16,63.00,,297,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,LA,70586,6,2018,105,0.39,0.71,1,0.22,7,P,0.00,0,1.34,,,,,,0.00,,84,0,0.00,1-Oct-16,30-Sep-17,100.00,,56,56,1-Oct-15,31-Mar-16,,7,,,,158,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,93,93,1-Jan-17,31-Dec-17,0.00,,93,0,1-Jan-17,31-Dec-17,,7,,,,1195,0,0,1-Oct-16,30-Sep-17,,7,,,,1195,1,0,1-Oct-16,30-Sep-17,63.00,,297,187,1-Oct-15,31-Mar-16,59.37,,58.89,59.90,54.32,Worse than the National Rate,88,162,1-Oct-15,30-Sep-17,1.31,,162,1-Oct-15,30-Sep-17
190176,TULANE INPATIENT REHAB CENTER,NEW ORLEANS,LA,70112,6,2016,46,0.20,0.88,0,0.38,7,P,0.00,0,1.35,0.00,,76,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.57,,Worse than the National Rate,13.32,13.83,75,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190176,TULANE INPATIENT REHAB CENTER,NEW ORLEANS,LA,70112,6,2017,45,0.18,0.87,0,0.29,7,P,0.00,0,1.16,0.00,,84,1-Jan-16,31-Dec-16,,,,,,,,92.30,,52,,1-Oct-15,31-Mar-16,,7,,,,67,0,0,1-Jan-16,31-Dec-16,14.28,,Worse than the National Rate,14.01,14.53,74,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2426,0,0,1-Jan-16,31-Dec-16,,7,,,,2426,1,2,1-Jan-16,31-Dec-16,95.00,,96,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
190176,TULANE INPATIENT REHAB CENTER,NEW ORLEANS,LA,70112,6,2018,59,0.20,0.82,0,0.42,7,P,0.00,0,1.26,,,,,,0.00,,84,0,0.00,1-Oct-16,30-Sep-17,92.30,,52,48,1-Oct-15,31-Mar-16,,7,,,,68,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,87,87,1-Jan-17,31-Dec-17,0.00,,87,0,1-Jan-17,31-Dec-17,,7,,,,2363,0,0,1-Oct-16,30-Sep-17,,7,,,,2363,1,1,1-Oct-16,30-Sep-17,95.00,,96,91,1-Oct-15,31-Mar-16,61.43,,60.98,61.88,57.65,Worse than the National Rate,49,85,1-Oct-15,30-Sep-17,0.95,,80,1-Oct-15,30-Sep-17
190190,CALDWELL MEMORIAL HOSPITAL,COLUMBIA,LA,71418,6,2016,59,0.36,0.73,1,0.61,7,P,0.00,0,0.92,0.00,,63,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.80,,Worse than the National Rate,13.51,14.08,67,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190190,CALDWELL MEMORIAL HOSPITAL,COLUMBIA,LA,71418,6,2017,57,0.32,0.70,1,0.72,7,P,0.00,0,0.91,0.00,,64,1-Jan-16,31-Dec-16,,,,,,,,19.40,,36,,1-Oct-15,31-Mar-16,,2,,,,0,,,1-Jan-16,31-Dec-16,13.67,,Worse than the National Rate,13.43,13.89,65,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,1651,0,0,1-Jan-16,31-Dec-16,,7,,,,1651,0,0,1-Jan-16,31-Dec-16,17.00,,29,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
190190,CALDWELL MEMORIAL HOSPITAL,COLUMBIA,LA,71418,6,2018,54,0.35,0.71,1,0.66,7,P,0.00,0,1.06,,,,,,0.00,,84,0,0.00,1-Oct-16,30-Sep-17,19.40,,36,7,1-Oct-15,31-Mar-16,,7,,,,23,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,83,83,1-Jan-17,31-Dec-17,1.20,,83,1,1-Jan-17,31-Dec-17,,7,,,,1742,0,0,1-Oct-16,30-Sep-17,,7,,,,1742,1,0,1-Oct-16,30-Sep-17,17.00,,29,5,1-Oct-15,31-Mar-16,53.74,,53.07,54.34,45.00,Worse than the National Rate,36,80,1-Oct-15,30-Sep-17,1.02,,109,1-Oct-15,30-Sep-17
190204,OCHSNER MEDICAL CENTER - NORTH SHORE,SLIDELL,LA,70461,6,2016,30,0.33,0.88,0,0.24,7,N,0.00,0,1.42,0.00,,69,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.27,,No Different than the National Rate,13.03,13.50,48,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190204,OCHSNER MEDICAL CENTER - NORTH SHORE,SLIDELL,LA,70461,6,2017,40,0.38,0.87,0,0.10,7,N,0.00,0,1.29,0.00,,115,1-Jan-16,31-Dec-16,,,,,,,,69.20,,39,,1-Oct-15,31-Mar-16,,7,,,,262,1,0,1-Jan-16,31-Dec-16,14.06,,Worse than the National Rate,13.80,14.31,60,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3183,0,0,1-Jan-16,31-Dec-16,,7,,,,3183,1,2,1-Jan-16,31-Dec-16,91.00,,47,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
190204,OCHSNER MEDICAL CENTER - NORTH SHORE,SLIDELL,LA,70461,6,2018,66,0.30,0.82,0,0.20,7,N,0.00,0,1.44,,,,,,0.00,,121,0,0.00,1-Oct-16,30-Sep-17,69.20,,39,27,1-Oct-15,31-Mar-16,,7,,,,228,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,117,117,1-Jan-17,31-Dec-17,0.90,,117,1,1-Jan-17,31-Dec-17,,7,,,,3024,0,0,1-Oct-16,30-Sep-17,,7,,,,3024,1,2,1-Oct-16,30-Sep-17,91.00,,47,43,1-Oct-15,31-Mar-16,70.26,,69.82,70.74,71.68,Better than the National Rate,81,113,1-Oct-15,30-Sep-17,1.10,,98,1-Oct-15,30-Sep-17
190205,,,,,,2016,59,0.49,0.79,0,0.28,7,P,0.00,0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190205,,,,,,2017,55,0.52,0.80,0,0.26,7,P,0.00,0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190205,,,,,,2018,5,0.50,0.78,0,0.31,7,P,0.00,0,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190304,,,,,,2016,221,0.42,0.77,0,0.17,7,P,0.00,0,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190304,,,,,,2017,144,0.42,0.80,0,0.18,7,P,0.00,0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193028,BATON ROUGE REHAB HOSPITAL,BATON ROUGE,LA,70809,6,2016,297,0.45,0.80,0,0.12,7,P,0.00,1,1.20,1.50,,463,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.05,,Better than the National Rate,11.83,12.30,569,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193028,BATON ROUGE REHAB HOSPITAL,BATON ROUGE,LA,70809,6,2017,343,0.48,0.81,0,0.09,7,P,0.00,1,1.18,0.70,,474,1-Jan-16,31-Dec-16,,,,,,,,99.20,,255,,1-Oct-15,31-Mar-16,,7,,,,641,1,1,1-Jan-16,31-Dec-16,12.39,,Better than the National Rate,12.13,12.65,534,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,9389,0,0,1-Jan-16,31-Dec-16,0.77,,0.20,2.10,No Different than the National Benchmark,9389,4,3,1-Jan-16,31-Dec-16,94.00,,345,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193028,BATON ROUGE REHAB HOSPITAL,BATON ROUGE,LA,70809,6,2018,358,0.44,0.80,0,0.07,7,P,0.00,1,1.22,,,,,,0.30,,492,2,0.40,1-Oct-16,30-Sep-17,99.20,,255,253,1-Oct-15,31-Mar-16,,,,,,259,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,513,513,1-Jan-17,31-Dec-17,0.20,,513,1,1-Jan-17,31-Dec-17,,7,,,,9599,0,0,1-Oct-16,30-Sep-17,0.30,,0.02,1.47,No Different than the National Benchmark,9599,3,1,1-Oct-16,30-Sep-17,94.00,,345,325,1-Oct-15,31-Mar-16,63.35,,62.93,63.70,67.17,Worse than the National Rate,401,597,1-Oct-15,30-Sep-17,1.09,,580,1-Oct-15,30-Sep-17
193031,HEALTHSOUTH REHABILITATION HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,71301,6,2016,582,0.50,0.78,0,0.21,7,P,0.00,1,1.14,1.10,,716,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.53,,Worse than the National Rate,13.33,13.73,830,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193031,HEALTHSOUTH REHABILITATION HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,71301,6,2017,619,0.54,0.81,0,0.18,7,P,0.00,1,1.17,0.90,,758,1-Jan-16,31-Dec-16,,,,,,,,80.00,,419,,1-Oct-15,31-Mar-16,0.00,,,1.31,No Different than the National Benchmark,2116,2,0,1-Jan-16,31-Dec-16,13.51,,No Different than the National Rate,13.29,13.70,885,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,11654,0,0,1-Jan-16,31-Dec-16,0.00,,,0.71,Better than the National Benchmark,11654,4,0,1-Jan-16,31-Dec-16,69.00,,213,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193031,HEALTHSOUTH REHABILITATION HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,71301,6,2018,731,0.58,0.79,0,0.16,7,P,0.00,1,1.18,,,,,,0.30,,772,3,0.40,1-Oct-16,30-Sep-17,80.00,,419,335,1-Oct-15,31-Mar-16,0.00,,,1.19,No Different than the National Benchmark,2337,3,0,1-Oct-16,30-Sep-17,,,,,,,,,99.90,,781,780,1-Jan-17,31-Dec-17,0.30,,781,2,1-Jan-17,31-Dec-17,,7,,,,11906,0,0,1-Oct-16,30-Sep-17,0.00,,,0.59,Better than the National Benchmark,11906,5,0,1-Oct-16,30-Sep-17,69.00,,213,147,1-Oct-15,31-Mar-16,70.60,,70.19,71.02,71.47,Better than the National Rate,754,1055,1-Oct-15,30-Sep-17,0.98,,1118,1-Oct-15,30-Sep-17
193044,"NORTH OAKS REHABILITATION HOSPITAL, L L C",HAMMOND,LA,70403,6,2016,321,0.24,0.85,0,0.17,7,G,0.00,1,1.37,0.60,,371,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.13,,No Different than the National Rate,12.93,13.35,476,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193044,"NORTH OAKS REHABILITATION HOSPITAL, L L C",HAMMOND,LA,70403,6,2017,310,0.25,0.82,0,0.20,7,G,0.00,1,1.36,1.50,,420,1-Jan-16,31-Dec-16,,,,,,,,98.40,,192,,1-Oct-15,31-Mar-16,,7,,,,168,0,2,1-Jan-16,31-Dec-16,13.43,,No Different than the National Rate,13.21,13.64,485,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,6084,0,0,1-Jan-16,31-Dec-16,0.59,,0.03,2.90,No Different than the National Benchmark,6084,2,1,1-Jan-16,31-Dec-16,95.00,,157,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193044,"NORTH OAKS REHABILITATION HOSPITAL, L L C",HAMMOND,LA,70403,6,2018,326,0.27,0.86,0,0.26,7,G,0.00,1,1.31,,,,,,0.40,,392,2,0.50,1-Oct-16,30-Sep-17,98.40,,192,189,1-Oct-15,31-Mar-16,,7,,,,222,0,2,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,356,356,1-Jan-17,31-Dec-17,0.00,,356,0,1-Jan-17,31-Dec-17,,7,,,,6077,0,0,1-Oct-16,30-Sep-17,0.58,,0.03,2.87,No Different than the National Benchmark,6077,2,1,1-Oct-16,30-Sep-17,95.00,,157,149,1-Oct-15,31-Mar-16,71.33,,70.86,71.79,71.04,Better than the National Rate,341,480,1-Oct-15,30-Sep-17,1.00,,501,1-Oct-15,30-Sep-17
193050,TRI PARISH REHABILITATION HOSPITAL L L C,LEESVILLE,LA,71446,6,2016,327,0.50,0.73,1,0.19,7,P,0.00,1,1.22,0.50,,399,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.80,,Worse than the National Rate,13.54,14.07,374,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193050,TRI PARISH REHABILITATION HOSPITAL L L C,LEESVILLE,LA,71446,6,2017,392,0.47,0.70,1,0.21,7,P,0.00,1,1.21,0.50,,368,1-Jan-16,31-Dec-16,,,,,,,,9.60,,188,,1-Oct-15,31-Mar-16,,7,,,,432,0,0,1-Jan-16,31-Dec-16,13.56,,No Different than the National Rate,13.34,13.78,432,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,,,,,0,,,1-Jan-16,31-Dec-16,,,,,,0,,,1-Jan-16,31-Dec-16,96.00,,51,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193050,TRI PARISH REHABILITATION HOSPITAL L L C,LEESVILLE,LA,71446,6,2018,367,0.45,0.71,1,0.15,7,N,0.00,1,1.08,,,,,,0.00,,314,0,0.00,1-Oct-16,30-Sep-17,9.60,,188,18,1-Oct-15,31-Mar-16,,7,,,,472,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,305,305,1-Jan-17,31-Dec-17,0.30,,305,1,1-Jan-17,31-Dec-17,,,,,,0,,,1-Oct-16,30-Sep-17,,,,,,0,,,1-Oct-16,30-Sep-17,96.00,,51,49,1-Oct-15,31-Mar-16,56.86,,56.44,57.29,55.69,Worse than the National Rate,230,413,1-Oct-15,30-Sep-17,1.04,,532,1-Oct-15,30-Sep-17
193058,BASTROP REHABILITATION HOSPITAL - MONROE,MONROE,LA,71202,6,2016,157,0.87,0.74,0,0.19,7,N,0.00,1,1.09,1.00,,102,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.06,,No Different than the National Rate,12.86,13.28,158,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193058,BASTROP REHABILITATION HOSPITAL - MONROE,MONROE,LA,71202,6,2017,91,0.92,0.76,0,0.22,7,P,0.00,1,1.14,0.00,,135,1-Jan-16,31-Dec-16,,,,,,,,41.00,,61,,1-Oct-15,31-Mar-16,,7,,,,44,0,0,1-Jan-16,31-Dec-16,13.32,,No Different than the National Rate,13.07,13.52,86,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,1770,0,0,1-Jan-16,31-Dec-16,,7,,,,1770,1,0,1-Jan-16,31-Dec-16,10.00,,70,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193058,RIVERBEND REHABILITATION HOSPITAL,MONROE,LA,71202,6,2018,130,0.77,0.77,0,0.18,7,P,0.00,1,1.05,,,,,,0.00,,118,0,0.00,1-Oct-16,30-Sep-17,41.00,,61,25,1-Oct-15,31-Mar-16,,7,,,,55,0,0,1-Oct-16,30-Sep-17,,,,,,,,,99.20,,123,122,1-Jan-17,31-Dec-17,0.00,,123,0,1-Jan-17,31-Dec-17,,7,,,,1696,0,0,1-Oct-16,30-Sep-17,,7,,,,1696,0,0,1-Oct-16,30-Sep-17,10.00,,70,7,1-Oct-15,31-Mar-16,54.51,,53.83,55.18,51.11,Worse than the National Rate,46,90,1-Oct-15,30-Sep-17,0.98,,200,1-Oct-15,30-Sep-17
193067,REHABILITATION HOSPITAL OF JENNINGS,JENNINGS,LA,70546,6,2016,215,0.26,0.73,1,0.12,7,N,0.00,1,1.38,4.40,,197,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.40,,Worse than the National Rate,13.17,13.62,287,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193067,REHABILITATION HOSPITAL OF JENNINGS,JENNINGS,LA,70546,6,2017,184,0.29,0.70,1,0.11,7,P,0.00,1,1.46,3.80,,205,1-Jan-16,31-Dec-16,,,,,,,,91.90,,111,,1-Oct-15,31-Mar-16,,7,,,,280,0,1,1-Jan-16,31-Dec-16,13.23,,No Different than the National Rate,13.01,13.43,288,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3017,0,0,1-Jan-16,31-Dec-16,3.67,,1.35,8.14,Worse than the National Benchmark,3017,1,5,1-Jan-16,31-Dec-16,89.00,,85,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193067,REHABILITATION HOSPITAL OF JENNINGS,JENNINGS,LA,70546,6,2018,200,0.29,0.71,1,0.17,7,P,0.00,1,1.41,,,,,,0.60,,232,2,0.90,1-Oct-16,30-Sep-17,91.90,,111,102,1-Oct-15,31-Mar-16,,7,,,,515,1,2,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,242,242,1-Jan-17,31-Dec-17,0.00,,242,0,1-Jan-17,31-Dec-17,,7,,,,3433,0,0,1-Oct-16,30-Sep-17,0.63,,0.03,3.08,No Different than the National Benchmark,3433,2,1,1-Oct-16,30-Sep-17,89.00,,85,76,1-Oct-15,31-Mar-16,58.76,,58.40,59.11,55.52,Worse than the National Rate,176,317,1-Oct-15,30-Sep-17,1.12,,354,1-Oct-15,30-Sep-17
193069,STERLINGTON REHABILITATION HOSPITAL,BASTROP,LA,71220,6,2016,214,0.44,0.73,1,0.27,7,P,0.00,1,1.16,0.30,,267,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.55,,Worse than the National Rate,13.30,13.81,125,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193069,STERLINGTON REHABILITATION HOSPITAL,BASTROP,LA,71220,6,2017,254,0.52,0.70,1,0.29,7,P,0.00,1,1.23,0.00,,256,1-Jan-16,31-Dec-16,,,,,,,,99.30,,139,,1-Oct-15,31-Mar-16,,7,,,,255,0,0,1-Jan-16,31-Dec-16,13.49,,No Different than the National Rate,13.26,13.71,144,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3352,0,0,1-Jan-16,31-Dec-16,0.00,,,2.54,No Different than the National Benchmark,3352,1,0,1-Jan-16,31-Dec-16,45.00,,147,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193069,STERLINGTON REHABILITATION HOSPITAL,BASTROP,LA,71220,6,2018,257,0.46,0.71,1,0.19,7,P,0.00,1,1.26,,,,,,0.20,,261,1,0.40,1-Oct-16,30-Sep-17,99.30,,139,138,1-Oct-15,31-Mar-16,,7,,,,213,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,264,264,1-Jan-17,31-Dec-17,0.00,,264,0,1-Jan-17,31-Dec-17,,7,,,,3365,0,0,1-Oct-16,30-Sep-17,0.00,,,2.73,No Different than the National Benchmark,3365,1,0,1-Oct-16,30-Sep-17,45.00,,147,66,1-Oct-15,31-Mar-16,48.11,,47.48,48.90,41.86,Worse than the National Rate,90,215,1-Oct-15,30-Sep-17,1.13,,413,1-Oct-15,30-Sep-17
193070,M M O REHABILITATION AND WELLNESS CENTER,PLAQUEMINE,LA,70764,6,2016,85,0.43,0.80,0,0.36,7,N,0.00,1,1.14,1.00,,81,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,1,,,,12,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193070,M M O REHABILITATION AND WELLNESS CENTER,PLAQUEMINE,LA,70764,6,2017,85,0.42,0.81,0,0.35,7,N,0.00,1,1.20,0.00,,84,1-Jan-16,31-Dec-16,,,,,,,,97.40,,39,,1-Oct-15,31-Mar-16,,2,,,,0,,,1-Jan-16,31-Dec-16,,1,,,,23,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,1331,0,0,1-Jan-16,31-Dec-16,,7,,,,1331,0,0,1-Jan-16,31-Dec-16,42.00,,55,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
193070,ACCORD REHABILITATION HOSPITAL,PLAQUEMINE,LA,70764,6,2018,81,0.37,0.80,0,0.16,7,N,0.00,1,1.25,,,,,,0.90,,105,2,1.90,1-Oct-16,30-Sep-17,97.40,,39,38,1-Oct-15,31-Mar-16,,7,,,,59,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,129,129,1-Jan-17,31-Dec-17,0.00,,129,0,1-Jan-17,31-Dec-17,,7,,,,1649,0,0,1-Oct-16,30-Sep-17,,7,,,,1649,1,1,1-Oct-16,30-Sep-17,42.00,,55,23,1-Oct-15,31-Mar-16,,1,,,,,,19,1-Oct-15,30-Sep-17,1.20,,156,1-Oct-15,30-Sep-17
193074,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,GRETNA,LA,70056,6,2016,158,0.72,0.88,0,0.44,7,P,0.00,1,1.26,0.00,,157,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.76,,Worse than the National Rate,13.52,14.03,152,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193074,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,GRETNA,LA,70056,6,2017,166,0.71,0.87,0,0.44,7,P,0.00,1,1.27,0.30,,223,1-Jan-16,31-Dec-16,,,,,,,,64.20,,109,,1-Oct-15,31-Mar-16,,7,,,,259,0,0,1-Jan-16,31-Dec-16,13.89,,Worse than the National Rate,13.64,14.11,130,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,5098,0,0,1-Jan-16,31-Dec-16,0.00,,,1.45,No Different than the National Benchmark,5098,2,0,1-Jan-16,31-Dec-16,15.00,,88,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
